dt,temp,dtemp,rain,relhum,rad,wdir,wspd
1/1/19 1:00,0.5,-4.3,0,70,0,140,1
1/1/19 2:00,0.3,-4.6,0,70,0,133,1.1
1/1/19 3:00,4.3,-5.9,0,47,0,32,2.1
1/1/19 4:00,7.3,-7.8,0,33,0,47,3.2
1/1/19 5:00,7.8,-9,0,29,0,65,2.1
1/1/19 6:00,6.7,-9.1,0,31,0,111,1.2
1/1/19 7:00,7.3,-9.6,0,29,0,95,2.2
1/1/19 8:00,7.4,-9.9,0,28,11,86,2.3
1/1/19 9:00,8.6,-9.5,0,27,134,87,2.4
1/1/19 10:00,10.1,-9.5,0,24,311,96,3.1
1/1/19 11:00,11.9,-9,0,22,424,93,2.6
1/1/19 12:00,13.7,-7.8,0,22,489,45,2.5
1/1/19 13:00,14.2,-6.8,0,23,494,42,2.9
1/1/19 14:00,14.1,-6.7,0,23,460,40,2.9
1/1/19 15:00,14.1,-6.8,0,23,358,87,1.7
1/1/19 16:00,13.4,-6.7,0,24,189,36,2.2
1/1/19 17:00,10.7,-6.4,0,29,33,35,1.4
1/1/19 18:00,5.1,-3.6,0,54,2,127,0.9
1/1/19 19:00,2.7,-3.5,0,64,0,111,0.8
1/1/19 20:00,1,-3.6,0,71,0,112,0.9
1/1/19 21:00,0.8,-3.7,0,72,0,104,1.1
1/1/19 22:00,0.2,-3.7,0,75,0,95,1.1
1/1/19 23:00,0.2,-3.4,0,76,0,93,1.1
1/2/19 0:00,0.7,-3.2,0,75,0,105,1.1
1/2/19 1:00,0.3,-3.2,0,77,0,106,1.2
1/2/19 2:00,1.1,-3.3,0,72,0,131,1.5
1/2/19 3:00,0.3,-3.5,0,76,0,105,1.2
1/2/19 4:00,0,-3.4,0,77,0,99,1.1
1/2/19 5:00,-0.6,-3.4,0,81,0,95,1.1
1/2/19 6:00,-0.6,-3.2,0,82,0,97,1
1/2/19 7:00,-0.5,-3.1,0,82,0,94,1.1
1/2/19 8:00,-0.8,-3.2,0,84,7,84,1.1
1/2/19 9:00,2,-1.8,0,76,127,90,0.9
1/2/19 10:00,6.9,-0.3,0,60,289,160,1.4
1/2/19 11:00,11.7,1.4,0,49,405,195,1
1/2/19 12:00,13.1,5.3,0,59,467,276,1.9
1/2/19 13:00,13.1,5.2,0,59,480,287,2.2
1/2/19 14:00,13.6,6.2,0,61,436,280,2.2
1/2/19 15:00,13.2,7,0,66,343,286,2.3
1/2/19 16:00,13.1,7,0,67,210,290,2.1
1/2/19 17:00,11.4,6.5,0,71,48,288,1.5
1/2/19 18:00,7.4,4.6,0,83,1,133,0.8
1/2/19 19:00,4.8,3.1,0,89,0,117,0.8
1/2/19 20:00,4.2,2.7,0,90,0,117,1.1
1/2/19 21:00,4.3,2.2,0,86,0,136,1.5
1/2/19 22:00,3.1,0.8,0,85,0,113,1.2
1/2/19 23:00,1.3,-0.4,0,89,0,82,1.3
1/3/19 0:00,1.1,-0.5,0,89,0,98,1.1
1/3/19 1:00,1.6,-0.4,0,87,0,101,1.2
1/3/19 2:00,1.6,-0.7,0,84,0,114,1.2
1/3/19 3:00,0.4,-1.5,0,87,0,96,1
1/3/19 4:00,-0.2,-1.7,0,89,0,85,1
1/3/19 5:00,0.3,-1.4,0,88,0,114,1.2
1/3/19 6:00,-0.8,-2.2,0,90,0,86,1
1/3/19 7:00,-1.1,-2.3,0,92,0,87,1.1
1/3/19 8:00,-0.6,-1.8,0,91,7,96,1.2
1/3/19 9:00,2.7,0.1,0,83,129,98,1
1/3/19 10:00,7,1.3,0,67,294,156,1.5
1/3/19 11:00,11.7,2.6,0,54,392,161,1.1
1/3/19 12:00,14.9,3.2,0,45,467,262,1.4
1/3/19 13:00,14.5,2,0,43,478,275,2.2
1/3/19 14:00,14.7,1.7,0,41,438,303,2.4
1/3/19 15:00,14.8,3,0,45,391,303,2.3
1/3/19 16:00,13.3,4,0,53,166,295,2
1/3/19 17:00,10.9,4.2,0,64,44,210,0.9
1/3/19 18:00,7.2,3.1,0,75,1,128,0.9
1/3/19 19:00,5,2.1,0,82,0,100,1
1/3/19 20:00,3.8,1.4,0,85,0,82,1
1/3/19 21:00,3.8,1.8,0,86,0,89,1.1
1/3/19 22:00,3.6,1.7,0,87,0,86,1
1/3/19 23:00,3,1.4,0,89,0,105,1.1
1/4/19 0:00,2.1,0.7,0,90,0,79,1
1/4/19 1:00,1.8,0.5,0,91,0,83,1.1
1/4/19 2:00,2.5,1,0,90,0,104,1.3
1/4/19 3:00,1.3,-0.1,0,91,0,85,1.1
1/4/19 4:00,1.1,-0.1,0,92,0,96,1.2
1/4/19 5:00,1,-0.1,0,92,0,84,1.1
1/4/19 6:00,0.9,-0.3,0,92,0,91,1.2
1/4/19 7:00,-0.1,-1.2,0,92,0,83,1.1
1/4/19 8:00,-0.2,-1.2,0,93,11,83,1.2
1/4/19 9:00,1.6,0.3,0,91,72,87,1
1/4/19 10:00,7.7,2.6,0,70,312,158,1.1
1/4/19 11:00,12.9,5.4,0,60,415,143,1.4
1/4/19 12:00,15.1,8,0,62,487,170,2.1
1/4/19 13:00,15,7.4,0,60,471,169,2.6
1/4/19 14:00,14.9,7.4,0,61,448,178,2.7
1/4/19 15:00,14.2,7.4,0,64,306,165,2.5
1/4/19 16:00,13.5,6.9,0,64,188,171,2.4
1/4/19 17:00,11.8,6.6,0,70,35,170,1.6
1/4/19 18:00,10.1,6.4,0,78,1,125,0.9
1/4/19 19:00,9.2,6.3,0,82,0,151,0.9
1/4/19 20:00,9.6,6.6,0,82,0,106,0.8
1/4/19 21:00,10.5,7.4,0,81,0,125,0.9
1/4/19 22:00,11.4,7.4,0,77,0,132,1.6
1/4/19 23:00,11.9,7.4,0,74,0,139,2
1/5/19 0:00,12.3,7.2,0,71,0,146,2.3
1/5/19 1:00,12.3,7.4,0,72,0,150,2.2
1/5/19 2:00,12.1,7.7,0,74,0,142,2.5
1/5/19 3:00,12.2,7.7,0,74,0,146,2.8
1/5/19 4:00,12.3,8,0,75,0,143,2.9
1/5/19 5:00,12.4,8,0,75,0,148,3.4
1/5/19 6:00,12.6,7.8,0,72,0,143,3.2
1/5/19 7:00,11.7,8.7,1.2,82,0,139,3.5
1/5/19 8:00,11.4,9.4,2,87,2,141,3.4
1/5/19 9:00,11.6,9.8,2.6,89,17,137,3.6
1/5/19 10:00,13,9.8,0,81,65,140,4.2
1/5/19 11:00,13.6,9.4,0,75,58,146,4.2
1/5/19 12:00,13.5,9,0,74,56,139,4.1
1/5/19 13:00,12.2,10.5,2.7,90,79,151,3.2
1/5/19 14:00,12.5,11.3,2.2,92,88,174,3.2
1/5/19 15:00,13.1,10.7,0,85,161,203,2.4
1/5/19 16:00,13.5,9.9,0,79,137,222,2.4
1/5/19 17:00,13,9.2,0,78,41,224,2.2
1/5/19 18:00,10.7,8.9,1.4,88,4,193,1.5
1/5/19 19:00,10.7,9.2,0,90,0,203,0.8
1/5/19 20:00,10.5,8.8,0,89,0,245,0.8
1/5/19 21:00,9.7,8.2,0,90,0,101,0.8
1/5/19 22:00,9.2,8,0,93,0,100,1
1/5/19 23:00,8.5,7.6,0,95,0,136,1.1
1/6/19 0:00,8.3,7.7,0,96,0,123,1.1
1/6/19 1:00,7.8,7.2,0,96,0,142,1.4
1/6/19 2:00,7.5,7,0,96,1,135,1.4
1/6/19 3:00,6.8,6.3,0,97,0,142,1.4
1/6/19 4:00,7.2,6.7,0,97,0,143,1.3
1/6/19 5:00,6.7,6.3,0,97,0,130,1
1/6/19 6:00,6.5,6.1,0.1,97,0,119,0.9
1/6/19 7:00,7.1,6.8,0,98,0,102,0.8
1/6/19 8:00,10.1,9.4,0.8,96,6,154,1.8
1/6/19 9:00,10.9,9.7,1,92,22,152,2.3
1/6/19 10:00,11.2,9.9,1,92,54,156,2.7
1/6/19 11:00,11.5,10.3,2.9,92,53,152,2.9
1/6/19 12:00,11.6,10.6,3.5,93,44,174,2.8
1/6/19 13:00,11.9,10.9,1.7,93,53,154,3.3
1/6/19 14:00,11.7,10.6,4,93,35,169,3.5
1/6/19 15:00,11.1,10.1,6.1,94,18,152,3.6
1/6/19 16:00,11.9,11.1,7.2,95,20,155,3.2
1/6/19 17:00,13.1,12.5,5.1,96,8,178,3.6
1/6/19 18:00,13.5,13,1.8,96,1,205,3.3
1/6/19 19:00,13.8,13.2,4.5,97,0,207,3.4
1/6/19 20:00,14,13.4,0.1,96,0,202,3.2
1/6/19 21:00,14,13.4,0.4,96,0,195,3.2
1/6/19 22:00,13.9,13.2,0.1,96,0,217,2.6
1/6/19 23:00,13.2,12.5,0,95,0,258,2.3
1/7/19 0:00,11.3,10.5,0,95,0,255,1.1
1/7/19 1:00,10.2,9.5,0.1,96,0,127,0.7
1/7/19 2:00,10.5,9.9,0,96,0,138,0.7
1/7/19 3:00,10.3,9.8,0,97,0,136,0.8
1/7/19 4:00,9.3,8.8,0,97,0,130,0.9
1/7/19 5:00,9.1,8.6,0,97,0,136,1
1/7/19 6:00,8.9,8.5,0,98,0,135,1
1/7/19 7:00,9.2,8.9,0,98,0,140,0.9
1/7/19 8:00,9.5,9.1,0,98,5,171,0.7
1/7/19 9:00,9.8,9.5,0,98,72,134,0.8
1/7/19 10:00,11.2,10.9,0,98,142,167,1
1/7/19 11:00,13.8,11.8,0,88,290,153,0.9
1/7/19 12:00,15.8,11.2,0,74,366,167,1.4
1/7/19 13:00,16,11.3,0,73,407,169,2
1/7/19 14:00,15.8,11.3,0,75,326,191,2.2
1/7/19 15:00,15.6,11.1,0,75,170,176,1.5
1/7/19 16:00,15.3,10.9,0,75,83,165,1
1/7/19 17:00,14.6,10.4,0,76,22,150,0.8
1/7/19 18:00,13,10.6,0,86,1,188,0.7
1/7/19 19:00,12.3,10.7,0,90,0,143,0.7
1/7/19 20:00,11.6,10.5,0,93,0,151,0.9
1/7/19 21:00,11.1,10.2,0,94,0,125,0.6
1/7/19 22:00,10.9,10.2,0,95,0,150,0.9
1/7/19 23:00,12.5,11.4,0,93,0,143,1.5
1/8/19 0:00,13.5,11.4,0,87,0,135,2
1/8/19 1:00,14,10.6,0,80,0,128,1.4
1/8/19 2:00,14,10.7,0,81,0,144,1.3
1/8/19 3:00,14,10.7,0,80,0,115,1
1/8/19 4:00,13.1,10.8,0,86,0,132,1
1/8/19 5:00,14.4,11.4,0,83,0,133,1.3
1/8/19 6:00,14,12.1,0.1,89,0,159,2.1
1/8/19 7:00,13.3,12.4,0.4,94,0,148,1.9
1/8/19 8:00,13.7,12.6,0,93,6,141,1.6
1/8/19 9:00,14.5,12.6,0,88,47,173,1.2
1/8/19 10:00,14.6,12.5,0.2,87,78,182,2.5
1/8/19 11:00,14,12.4,0,90,84,143,2.2
1/8/19 12:00,14.4,12.7,0,89,155,144,3.2
1/8/19 13:00,15.1,12.5,0,84,181,144,2.9
1/8/19 14:00,15.3,11.9,0,80,153,149,2.4
1/8/19 15:00,15.4,11.5,0,77,153,156,3.1
1/8/19 16:00,15.1,11.2,0,77,80,153,2.8
1/8/19 17:00,14.2,11.7,0,85,23,152,2.7
1/8/19 18:00,13.7,11.8,0,88,0,159,3.1
1/8/19 19:00,13.7,11.8,0,89,0,147,3.3
1/8/19 20:00,14.6,10.6,0,77,0,162,3.9
1/8/19 21:00,14.9,9.8,0,71,0,152,4
1/8/19 22:00,14.7,9.9,0,73,0,156,3.6
1/8/19 23:00,14.7,10.3,0,75,0,157,3.9
1/9/19 0:00,13.6,11.5,1.1,87,0,148,3.6
1/9/19 1:00,13.1,11.9,1,92,0,151,3.9
1/9/19 2:00,13.1,12.1,0.8,94,0,152,3.7
1/9/19 3:00,13.2,12.2,0.2,94,0,160,3
1/9/19 4:00,13.2,12.3,0.1,94,0,164,2.9
1/9/19 5:00,13.3,12.2,0,94,0,159,2.9
1/9/19 6:00,13.4,12.3,0,93,0,158,2.5
1/9/19 7:00,13.5,12.2,0,92,0,159,1.8
1/9/19 8:00,13.6,12.3,0,92,5,154,2
1/9/19 9:00,14,12.5,0,90,40,165,2
1/9/19 10:00,14.5,12.9,0,91,110,163,2.2
1/9/19 11:00,14.7,13.1,0,90,157,151,2.4
1/9/19 12:00,15.5,13.5,0,88,306,151,2.3
1/9/19 13:00,16.3,13.7,0,84,410,169,2.6
1/9/19 14:00,15.5,13.1,0,86,218,161,2.4
1/9/19 15:00,14.7,12.7,0,88,178,176,2.6
1/9/19 16:00,14.2,12.5,0.4,89,70,147,1.7
1/9/19 17:00,13.9,12.8,0,93,83,147,1.3
1/9/19 18:00,13.4,12.4,0,94,3,166,1.4
1/9/19 19:00,13.2,12.5,0,95,0,152,0.9
1/9/19 20:00,13.3,12.5,0,95,0,143,1.2
1/9/19 21:00,13.1,12.3,0,95,0,166,1.1
1/9/19 22:00,13.1,12.3,0,95,0,166,1.3
1/9/19 23:00,12.7,11.9,0,95,0,157,0.8
1/10/19 0:00,11.4,10.6,0,95,0,143,0.9
1/10/19 1:00,9.9,9.2,0,95,0,137,1.2
1/10/19 2:00,7.7,7.1,0,96,0,89,0.8
1/10/19 3:00,7.4,6.9,0,97,0,121,0.9
1/10/19 4:00,7.3,6.8,0,97,0,76,0.8
1/10/19 5:00,7.3,6.9,0,97,1,126,1.1
1/10/19 6:00,7.9,7.5,0.1,97,1,153,1.5
1/10/19 7:00,7.6,7.2,0,97,1,143,1.4
1/10/19 8:00,7.4,7,0,97,20,143,1.6
1/10/19 9:00,8.5,8,0,97,86,159,1.3
1/10/19 10:00,11,10,0,94,252,184,1.1
1/10/19 11:00,14.8,11.1,0,79,408,225,1
1/10/19 12:00,14.7,11.5,0,82,366,277,1.6
1/10/19 13:00,14.8,11.8,0,83,453,276,1.9
1/10/19 14:00,13.2,11.2,0,88,239,307,2.3
1/10/19 15:00,13.1,11.1,0,88,139,315,1.8
1/10/19 16:00,13.1,10.9,0,87,74,312,1.2
1/10/19 17:00,12.6,10.6,0,87,29,302,1.3
1/10/19 18:00,12.1,10.3,0,89,1,292,0.7
1/10/19 19:00,11.8,10.3,0,90,0,284,0.7
1/10/19 20:00,10.9,9.7,0,92,0,127,0.6
1/10/19 21:00,8.3,7.4,0,94,0,109,0.8
1/10/19 22:00,6.2,5.5,0,95,0,110,0.6
1/10/19 23:00,5.7,5.1,0,96,0,94,0.6
1/11/19 0:00,6.7,6.2,0,96,0,92,0.9
1/11/19 1:00,7.5,7,0,97,1,154,1.3
1/11/19 2:00,6.9,6.4,0,97,1,139,1
1/11/19 3:00,6.8,6.3,0,97,0,130,0.9
1/11/19 4:00,7.1,6.6,0,97,0,130,1.1
1/11/19 5:00,7.1,6.7,0.1,97,1,116,0.8
1/11/19 6:00,6.8,6.4,0,97,0,111,0.7
1/11/19 7:00,7.5,7.1,0,97,0,144,0.8
1/11/19 8:00,7.6,7.2,0,97,15,204,0.7
1/11/19 9:00,10.9,9.7,0,92,64,142,1.2
1/11/19 10:00,14.4,8.5,0,67,100,112,1.9
1/11/19 11:00,15.4,8.9,0,65,170,108,1.8
1/11/19 12:00,16.6,9,0,61,195,126,2
1/11/19 13:00,15.1,10.1,0.7,72,133,125,2.2
1/11/19 14:00,13.7,10.9,1.8,83,153,126,2
1/11/19 15:00,12.8,11.2,3.4,90,86,125,1.5
1/11/19 16:00,13,11.7,1,92,56,150,2.2
1/11/19 17:00,13.1,11.5,0.2,90,27,136,2.6
1/11/19 18:00,13.6,11,0,84,2,116,2.2
1/11/19 19:00,12.8,10.6,0,87,0,123,1.1
1/11/19 20:00,11.8,10.7,0.4,93,0,149,0.8
1/11/19 21:00,12.1,11.1,1,93,0,150,1
1/11/19 22:00,12.6,10.5,0.4,87,0,111,1.6
1/11/19 23:00,12,10.1,0.1,89,0,112,0.9
1/12/19 0:00,10.9,9.8,0.1,92,0,215,0.8
1/12/19 1:00,11,10,0,94,0,165,0.9
1/12/19 2:00,10.8,9.9,0,94,0,172,1.1
1/12/19 3:00,10.3,9.3,0,94,0,141,0.7
1/12/19 4:00,10.4,9.5,0,94,0,166,0.9
1/12/19 5:00,9.5,8.7,0,95,0,96,0.8
1/12/19 6:00,9.4,8.7,0,95,0,144,1
1/12/19 7:00,9.5,8.9,0,96,0,126,0.6
1/12/19 8:00,9.2,8.6,0,96,12,130,0.7
1/12/19 9:00,9.7,9.1,0,96,50,132,0.8
1/12/19 10:00,11.4,10.6,0,95,148,164,1.1
1/12/19 11:00,15.1,10.9,0,76,423,165,1.1
1/12/19 12:00,17,9.9,0,63,487,143,1.6
1/12/19 13:00,17.1,9.7,0,62,434,185,1.6
1/12/19 14:00,16.3,10.3,0,68,338,173,2.5
1/12/19 15:00,15.3,10.1,0,72,362,170,3.1
1/12/19 16:00,14,10,0,77,119,144,2.4
1/12/19 17:00,13.3,10.1,0,81,42,157,2.4
1/12/19 18:00,12.7,10.4,0,86,2,145,2
1/12/19 19:00,12.2,10.5,0.6,89,0,152,1.5
1/12/19 20:00,10.9,9.8,0,92,0,130,0.8
1/12/19 21:00,8.8,7.9,0.1,94,0,143,0.9
1/12/19 22:00,8.4,7.7,0,96,0,141,0.9
1/12/19 23:00,8.3,7.7,0,96,0,152,1.3
1/13/19 0:00,7.9,7.5,0,97,0,156,0.9
1/13/19 1:00,7.8,7.3,0,97,0,139,1.1
1/13/19 2:00,7.5,7.1,0.1,97,0,161,0.9
1/13/19 3:00,7.6,7.2,0,97,0,150,1
1/13/19 4:00,6.9,6.4,0,97,0,131,0.8
1/13/19 5:00,6.5,6.1,0,97,0,123,1.1
1/13/19 6:00,6.9,6.5,0,98,0,125,1
1/13/19 7:00,6.2,5.9,0.1,98,0,125,1
1/13/19 8:00,8.9,8,0,94,13,114,1.6
1/13/19 9:00,11.7,8.3,0,80,125,147,1.5
1/13/19 10:00,14.7,8.9,0,68,293,122,1.3
1/13/19 11:00,14.4,8.4,0,67,191,108,1.3
1/13/19 12:00,15.3,8.4,0,63,216,105,0.9
1/13/19 13:00,15.4,8.6,0,64,219,139,1.1
1/13/19 14:00,15.8,9,0,64,229,142,1.1
1/13/19 15:00,16.3,8.4,0,60,223,105,1
1/13/19 16:00,14.8,8.8,0,67,97,193,1.3
1/13/19 17:00,13.4,8.8,0,73,29,113,0.9
1/13/19 18:00,11,8.7,0,85,1,116,0.8
1/13/19 19:00,10.1,8.4,0,90,0,132,1.1
1/13/19 20:00,10.1,8.5,0,89,0,144,1.3
1/13/19 21:00,9.8,8.3,0,90,0,161,1.1
1/13/19 22:00,9.3,7.9,0,91,0,296,0.7
1/13/19 23:00,9.4,7.9,0,90,0,342,0.8
1/14/19 0:00,9.2,7.7,0,90,0,99,0.8
1/14/19 1:00,9.1,7.6,0,91,0,106,0.9
1/14/19 2:00,9.5,7.8,0,89,0,165,1
1/14/19 3:00,9.5,7.5,0,87,0,258,0.8
1/14/19 4:00,9.7,7.3,0,85,0,42,0.7
1/14/19 5:00,9.5,7.1,0,85,0,274,0.8
1/14/19 6:00,10.2,7.2,0,82,0,142,1.2
1/14/19 7:00,9.5,7.6,0,87,0,148,1
1/14/19 8:00,10.4,7.4,0,82,4,145,1.2
1/14/19 9:00,11.5,7.6,0,77,30,129,1.3
1/14/19 10:00,11.7,9.6,0.2,87,141,161,0.8
1/14/19 11:00,13.1,8.7,0,75,170,123,1.6
1/14/19 12:00,13.9,7.4,0,65,225,119,2.5
1/14/19 13:00,14.3,7.6,0,64,243,112,1.9
1/14/19 14:00,14.2,7.2,0,63,185,124,2.2
1/14/19 15:00,12.2,9.1,1.6,81,116,130,1.5
1/14/19 16:00,12.6,10.3,0,86,195,128,1.2
1/14/19 17:00,12.6,9.7,0,82,110,106,1.4
1/14/19 18:00,11.2,9.1,0,87,2,111,1.1
1/14/19 19:00,10.3,8.2,0,87,0,118,1.1
1/14/19 20:00,10.4,7.8,0,84,0,122,1.2
1/14/19 21:00,9.7,7.6,0,87,0,125,1.3
1/14/19 22:00,10.9,7.5,0,80,0,107,1.6
1/14/19 23:00,11,7.3,0,78,0,105,1.7
1/15/19 0:00,11.3,7.4,0,77,0,103,1.9
1/15/19 1:00,11.5,7.7,0,77,0,108,2
1/15/19 2:00,10.8,8.4,1.5,85,0,116,1.8
1/15/19 3:00,11.1,8.4,0.2,83,0,108,1.5
1/15/19 4:00,10.7,8.6,0.7,87,0,109,1.6
1/15/19 5:00,10.4,8.8,0.1,90,0,117,1.4
1/15/19 6:00,10.5,8.9,0.4,90,0,123,1.4
1/15/19 7:00,10.9,8.9,0.5,87,0,104,2
1/15/19 8:00,10.6,8.9,0.7,89,4,122,1.5
1/15/19 9:00,10.8,9.2,1.4,90,26,124,1.4
1/15/19 10:00,11.2,9.6,0.5,90,69,123,1.4
1/15/19 11:00,11.6,9.9,1,90,77,113,1.5
1/15/19 12:00,11.6,10.1,1.5,90,78,117,1.5
1/15/19 13:00,11.9,10.5,1.4,91,97,139,1.4
1/15/19 14:00,12,10.7,1,92,74,111,1.2
1/15/19 15:00,12.7,11.1,1.4,90,65,125,2.2
1/15/19 16:00,13.5,11.8,1,89,140,129,2.8
1/15/19 17:00,13.4,11.9,1.5,90,36,144,3.4
1/15/19 18:00,13.6,12.7,0.6,94,1,175,2.9
1/15/19 19:00,12.9,12.2,0.1,95,0,207,2.2
1/15/19 20:00,12.4,11.7,0.1,95,0,195,1.6
1/15/19 21:00,12.8,11.8,0,94,0,187,2.2
1/15/19 22:00,13.2,11.9,0,92,0,174,2.2
1/15/19 23:00,13.1,11.8,0,92,0,149,1.7
1/16/19 0:00,13.2,12.2,0.4,94,0,168,2.3
1/16/19 1:00,13.3,12.4,0,94,0,169,2
1/16/19 2:00,13.6,12.6,0,94,0,167,1.7
1/16/19 3:00,13.8,12.8,0.1,93,0,181,2.3
1/16/19 4:00,13.7,12.7,0.1,94,0,170,2.2
1/16/19 5:00,13.6,12.6,0.1,94,0,161,2.6
1/16/19 6:00,13.6,12.4,0,92,0,160,2.9
1/16/19 7:00,13.7,12.1,0,90,0,147,3.7
1/16/19 8:00,13.8,11.8,0,88,12,148,2.8
1/16/19 9:00,14.3,10.4,0,78,61,140,3.6
1/16/19 10:00,14.9,9.9,0,72,92,143,4.1
1/16/19 11:00,15,10.2,0.1,73,107,147,4
1/16/19 12:00,13.7,11.3,2.3,86,46,150,3.6
1/16/19 13:00,14.1,11.5,0.7,84,52,148,5.3
1/16/19 14:00,13.8,12.2,4.2,90,29,146,4.6
1/16/19 15:00,14,12.8,2.7,92,41,149,5.2
1/16/19 16:00,14.3,13.1,0.3,93,15,144,4.5
1/16/19 17:00,14.7,13.3,0,91,9,145,4.4
1/16/19 18:00,14.4,13.4,0.7,94,0,159,3.1
1/16/19 19:00,14.4,13.5,4.6,94,0,142,3.8
1/16/19 20:00,14.4,13.6,9.2,95,0,157,4.1
1/16/19 21:00,14.6,13.7,6.1,95,0,157,4.3
1/16/19 22:00,14.3,13.6,2.7,95,0,174,3.5
1/16/19 23:00,13.5,12.6,0.3,95,0,169,2
1/17/19 0:00,13.4,12.6,0.1,95,0,181,2.1
1/17/19 1:00,13.5,12.3,0,93,0,172,1.8
1/17/19 2:00,13.5,12.3,0,92,0,144,2
1/17/19 3:00,13.7,12.4,0,92,0,149,2.3
1/17/19 4:00,13.7,12.3,0,91,0,146,2
1/17/19 5:00,13.7,12.3,0,91,0,154,1.9
1/17/19 6:00,13.6,12.1,0,91,0,148,1.8
1/17/19 7:00,13.6,11.6,0,88,0,162,1.1
1/17/19 8:00,13.6,11.6,2.3,88,3,174,1.7
1/17/19 9:00,12.8,11.5,0.9,92,22,180,2.4
1/17/19 10:00,12.4,11.1,0,92,117,164,1.7
1/17/19 11:00,14,11.5,0,85,185,202,1.8
1/17/19 12:00,15,12.2,0,83,231,190,1.8
1/17/19 13:00,14.7,12.1,0,84,172,186,2.2
1/17/19 14:00,14.8,12.4,0,86,171,187,2.1
1/17/19 15:00,14.4,12.4,0.2,88,88,191,2.1
1/17/19 16:00,13.9,12.2,0,90,97,207,2
1/17/19 17:00,13.7,11.6,0,87,37,224,1.2
1/17/19 18:00,13.3,11.4,0,88,1,210,0.9
1/17/19 19:00,13.3,11.7,0,90,0,205,1
1/17/19 20:00,12.7,11.1,0,90,0,140,0.8
1/17/19 21:00,10.7,9.7,0,93,0,106,0.8
1/17/19 22:00,10,9.3,0,95,0,126,0.9
1/17/19 23:00,10.1,9.5,0,96,0,130,0.9
1/18/19 0:00,10.3,9.8,0,97,0,130,1
1/18/19 1:00,10.4,9.9,0,97,0,133,1
1/18/19 2:00,10.3,9.8,0,97,0,127,0.9
1/18/19 3:00,10.3,9.8,0,97,0,147,1.2
1/18/19 4:00,10.4,9.9,0,97,0,154,1.3
1/18/19 5:00,10.3,9.7,0,96,0,150,1.5
1/18/19 6:00,10.1,9.4,0,96,0,145,1.2
1/18/19 7:00,10.3,9.5,0,95,0,154,1.3
1/18/19 8:00,10.4,9.3,0,93,23,156,1.7
1/18/19 9:00,11,9.8,0,92,82,166,1.7
1/18/19 10:00,12.5,10.7,0,89,152,166,1.1
1/18/19 11:00,15.4,11.4,0,77,330,160,1.1
1/18/19 12:00,16.8,10.7,0,67,314,149,1
1/18/19 13:00,17.6,10.9,0,65,367,264,1.2
1/18/19 14:00,16.9,10.9,0,68,286,281,1.5
1/18/19 15:00,17,10.6,0,66,271,203,1.2
1/18/19 16:00,17.4,9.9,0,62,198,211,1
1/18/19 17:00,15.7,9.3,0,66,92,282,1.2
1/18/19 18:00,13.1,10.3,0,83,4,289,0.8
1/18/19 19:00,12.1,10.3,0,88,0,149,1
1/18/19 20:00,10.6,9.2,0,91,0,93,0.7
1/18/19 21:00,10.6,9.6,0,93,0,104,0.7
1/18/19 22:00,10.1,9.2,0,94,0,123,0.7
1/18/19 23:00,11,10.1,0,94,0,146,1
1/19/19 0:00,11.5,10.6,0,94,0,145,1.1
1/19/19 1:00,11.6,10.7,0.1,94,0,146,0.9
1/19/19 2:00,11.8,10.7,0,93,0,156,1.5
1/19/19 3:00,11.8,10.6,0,93,0,138,0.8
1/19/19 4:00,11.7,10.6,0,93,0,143,1
1/19/19 5:00,11.8,10.6,0,93,0,151,1.3
1/19/19 6:00,11.9,10.7,0,93,0,176,0.7
1/19/19 7:00,12.2,10.9,0,92,0,157,1.3
1/19/19 8:00,11.6,10.3,0,91,17,127,0.7
1/19/19 9:00,12.7,11.4,0,92,94,145,0.9
1/19/19 10:00,15.4,12.6,0,84,223,177,1
1/19/19 11:00,19,13,0,68,397,223,1.1
1/19/19 12:00,18.1,11.6,0,66,459,294,2.3
1/19/19 13:00,18.1,10.7,0,62,479,282,1.9
1/19/19 14:00,18.6,10.9,0,61,436,261,1.9
1/19/19 15:00,17.6,11.4,0,67,364,288,2.3
1/19/19 16:00,17.1,11.5,0,69,182,293,1.6
1/19/19 17:00,15.9,11,0,72,52,326,1.2
1/19/19 18:00,14.4,11.3,0,82,3,109,0.6
1/19/19 19:00,13.6,11.7,0,88,0,329,0.7
1/19/19 20:00,13.2,11.7,0,91,0,124,1.1
1/19/19 21:00,12.1,10.9,0,93,0,152,1
1/19/19 22:00,11.5,10.6,0,94,0,124,1.1
1/19/19 23:00,11,10.2,0,95,0,95,0.9
1/20/19 0:00,11.2,10.5,0,96,0,203,0.9
1/20/19 1:00,11.3,10.7,0,96,0,134,0.8
1/20/19 2:00,11.4,10.9,0,97,0,144,1
1/20/19 3:00,12.2,11.7,0,97,0,115,0.7
1/20/19 4:00,12.6,12.1,0.1,97,0,100,0.8
1/20/19 5:00,12.6,12.1,0,97,0,134,0.8
1/20/19 6:00,12.9,12.5,0.1,97,0,182,0.7
1/20/19 7:00,13.9,13.5,0.1,98,0,166,0.9
1/20/19 8:00,13.6,13.2,0.3,97,3,138,1
1/20/19 9:00,13.7,13.3,0.1,97,21,149,1.1
1/20/19 10:00,14.1,13.6,0.8,97,64,153,1.3
