date,stage,flow,logflow,regressed
2010-01-17,1.4372347826086955,20.18850251913043,1.3051041063731805,0
2010-01-18,2.2038249999999997,158.78084240541665,2.200798101746505,0
2010-01-19,2.4320625000000002,197.84416112499994,2.2963232376770457,0
2010-01-20,2.967591666666667,338.7761533291666,2.529912832467271,0
2010-01-21,2.6976750000000003,259.888982875,2.414787869427878,0
2010-01-22,2.376804166666667,183.47762897083328,2.263583119232253,0
2010-01-23,2.1797125000000004,139.44258583750002,2.1443954277776727,0
2010-01-24,2.0260625000000005,106.880241435,2.0288974261734785,0
2010-01-25,1.9152541666666671,84.28390679625001,1.9257446581739515,0
2010-01-26,1.9734416666666668,96.04023041458333,1.9824531933223288,0
2010-01-27,1.8972750000000003,80.70307693000001,1.9068900931885604,0
2010-01-28,1.8110249999999999,63.74394207958334,1.8044389177896019,0
2010-01-29,1.7777791666666662,57.5917722025,1.7603604427584976,0
2010-01-30,1.8211624999999998,65.7484064875,1.8178852315029057,0
2010-01-31,1.7478791666666664,52.52108267625001,1.7203336701111709,0
2010-02-01,1.7064250000000003,47.30752729458333,1.6749302486111823,0
2010-02-02,1.6692583333333333,42.668220250833336,1.6301045282269682,0
2010-02-03,1.6364041666666669,38.7811625375,1.5886208237229282,0
2010-02-04,1.6383875000000003,39.795159774999995,1.5998302527058468,0
2010-02-05,2.4049458333333336,192.03279810000006,2.2833754100440604,0
2010-02-06,2.589020833333333,235.66535954583333,2.3722957502641986,0
2010-02-07,2.295116666666667,164.95168284583335,2.217356750599345,0
2010-02-08,2.1096375000000003,124.39483109583334,2.0948023347503355,0
2010-02-09,2.0658791666666665,115.14543408333334,2.0612467213560195,0
2010-02-10,1.9743625,96.23113435958334,1.9833156052288439,0
2010-02-11,1.9024291666666666,81.71678631958333,1.9123112787739776,0
2010-02-12,1.8631708333333334,73.92552518833334,1.8687944185628482,0
2010-02-13,1.8149708333333336,64.50217923708333,1.8095743877306485,0
2010-02-14,1.769029166666667,55.75820353958333,1.7463087728838158,0
2010-02-15,1.7289958333333333,50.239657620833334,1.701046671057773,0
2010-02-16,1.6939250000000001,45.717850173333325,1.6600858000301097,0
2010-02-17,1.6617227272727275,41.75773891545454,1.6207369745936644,0
2010-02-18,1.6351958333333334,38.63716007541666,1.5870051972232162,0
2010-02-19,1.6181999999999999,36.706190650416666,1.5647393159846177,0
2010-02-20,1.5975041666666667,34.42655852541667,1.5368936103281503,0
2010-02-21,1.6334333333333335,38.5824512725,1.5863898163690813,0
2010-02-22,1.6558083333333335,41.08146617291667,1.6136459349117174,0
2010-02-23,1.6500124999999999,40.57537304208333,1.6082625213355723,0
2010-02-24,2.6526375,253.84630015333337,2.404570837881648,0
2010-02-25,2.2290041666666665,150.3049880833333,2.176973393501883,0
2010-02-26,2.1537875,134.11615132083332,2.127481082155328,0
2010-02-27,2.2713583333333327,159.50813332916667,2.202782832659156,0
2010-02-28,2.1787708333333335,139.21418864166665,2.1436835006104222,0
2010-03-01,2.0767624999999996,117.42810176249999,2.0697720405227065,0
2010-03-02,2.199983333333333,144.3043514541667,2.1592794273099822,0
2010-03-03,2.4765125,207.42605814999993,2.316863314251062,0
2010-03-04,2.3635291666666665,180.335773375,2.256081886668583,0
2010-03-05,2.219395833333333,148.04293761666665,2.1703876942159033,0
2010-03-06,2.120108333333333,126.60359191249997,2.102446027368928,0
2010-03-07,2.0366416666666667,109.0425641333333,2.0375960553712282,0
2010-03-08,1.9761208333333338,96.57755234166666,1.9848761944586326,0
2010-03-09,1.928983333333333,87.03675882666668,1.9397027099057755,0
2010-03-10,1.9372500000000006,88.73313595666667,1.948085830381888,0
2010-03-11,1.8690583333333333,75.08972713958333,1.8755805261951304,0
2010-03-12,1.9744043478260869,97.7993276126087,1.990335868947749,0
2010-03-13,2.168158333333333,137.15894879583334,2.1372241479658114,0
2010-03-14,2.0054250000000002,102.59541958541666,2.01112797195335,0
2010-03-15,1.9388750000000001,89.02387741708334,1.9495065059672962,0
2010-03-16,1.8881624999999997,78.87112438375,1.8969180321557761,0
2010-03-17,1.8487083333333336,71.08373781833335,1.8517702563757537,0
2010-03-18,1.8136291666666666,64.23982336958333,1.8078043381591558,0
2010-03-19,1.7762791666666662,57.03658046916667,1.7561534802398726,0
2010-03-20,1.7451625,52.060271795,1.7165064311331972,0
2010-03-21,1.7109500000000004,47.88012795708334,1.6801553023647189,0
2010-03-22,1.699095833333333,46.364047209583326,1.6661813393724727,0
2010-03-23,1.67455,43.31081481208333,1.6365963542461865,0
2010-03-24,1.6528874999999996,40.70153929541666,1.609610834160457,0
2010-03-25,1.6471708333333333,40.031737302083336,1.6024044380775258,0
2010-03-26,1.6254374999999996,37.521743469583335,1.5742830099209861,0
2010-03-27,1.6058208333333333,35.333133661249995,1.5481821562980604,0
2010-03-28,1.5880625000000004,33.41247837249999,1.5239086906510297,0
2010-03-29,1.5831875000000004,32.903623701250005,1.517243729767434,0
2010-03-30,1.6396791666666666,39.20845812958334,1.5933797640298653,0
2010-03-31,1.625133333333333,37.67264020333333,1.576026057834233,0
